"county","year","var_name","magnitude","temporal","value","category"
"Waterford City and County","2011-2016","tenure_all","absolute","change",1216,"tenure"
"Waterford City and County","2011-2016","tenure_all","relative","change",2.88,"tenure"
"Waterford City and County","2011-2016","tenure_mort","absolute","change",-1502,"tenure"
"Waterford City and County","2011-2016","tenure_mort","relative","change",-10.42,"tenure"
"Waterford City and County","2011-2016","tenure_other","absolute","change",808,"tenure"
"Waterford City and County","2011-2016","tenure_other","relative","change",64.38,"tenure"
"Waterford City and County","2011-2016","tenure_owner","absolute","change",1087,"tenure"
"Waterford City and County","2011-2016","tenure_owner","relative","change",7.22,"tenure"
"Waterford City and County","2011-2016","tenure_rent","absolute","change",395,"tenure"
"Waterford City and County","2011-2016","tenure_rent","relative","change",6.37,"tenure"
"Waterford City and County","2011-2016","tenure_social","absolute","change",428,"tenure"
"Waterford City and County","2011-2016","tenure_social","relative","change",8.04,"tenure"
"Westmeath","2011-2016","All types of sewerage","absolute","change",1061,"sewerage"
"Westmeath","2011-2016","All types of sewerage","relative","change",3.46,"sewerage"
"Westmeath","2011-2016","Individual septic tank","absolute","change",15,"sewerage"
"Westmeath","2011-2016","Individual septic tank","relative","change",0.14,"sewerage"
"Westmeath","2011-2016","Individual treatment not septic tank","absolute","change",24,"sewerage"
"Westmeath","2011-2016","Individual treatment not septic tank","relative","change",2.2,"sewerage"
"Westmeath","2011-2016","No sewerage facility","absolute","change",-13,"sewerage"
"Westmeath","2011-2016","No sewerage facility","relative","change",-25,"sewerage"
"Westmeath","2011-2016","Not stated","absolute","change",227,"sewerage"
"Westmeath","2011-2016","Not stated","relative","change",21.64,"sewerage"
"Westmeath","2011-2016","Other type of sewage","absolute","change",34,"sewerage"
"Westmeath","2011-2016","Other type of sewage","relative","change",27.42,"sewerage"
"Westmeath","2011-2016","Public scheme","absolute","change",774,"sewerage"
"Westmeath","2011-2016","Public scheme","relative","change",4.46,"sewerage"
"Westmeath","2011-2016","built_all","absolute","change",1061,"built"
"Westmeath","2011-2016","built_all","relative","change",3.46,"built"
"Westmeath","2011-2016","built_none","absolute","change",500,"built"
"Westmeath","2011-2016","built_none","relative","change",33.62,"built"
"Westmeath","2011-2016","built_p19_70","absolute","change",-175,"built"
"Westmeath","2011-2016","built_p19_70","relative","change",-2.04,"built"
"Westmeath","2011-2016","built_p2016","absolute","change",0,"built"
"Westmeath","2011-2016","built_p2016","relative","change",NA,"built"
"Westmeath","2011-2016","built_y70_90","absolute","change",175,"built"
"Westmeath","2011-2016","built_y70_90","relative","change",2.72,"built"
"Westmeath","2011-2016","built_y91_15","absolute","change",561,"built"
"Westmeath","2011-2016","built_y91_15","relative","change",3.97,"built"
"Westmeath","2011-2016","house_all","absolute","change",1061,"house_type"
"Westmeath","2011-2016","house_all","relative","change",3.46,"house_type"
"Westmeath","2011-2016","house_apart","absolute","change",388,"house_type"
"Westmeath","2011-2016","house_apart","relative","change",16.65,"house_type"
"Westmeath","2011-2016","house_detach","absolute","change",488,"house_type"
"Westmeath","2011-2016","house_detach","relative","change",3.05,"house_type"
"Westmeath","2011-2016","house_none","absolute","change",-106,"house_type"
"Westmeath","2011-2016","house_none","relative","change",-21.72,"house_type"
"Westmeath","2011-2016","house_scheme","absolute","change",291,"house_type"
"Westmeath","2011-2016","house_scheme","relative","change",2.46,"house_type"
"Westmeath","2011-2016","tenure_all","absolute","change",1061,"tenure"
"Westmeath","2011-2016","tenure_all","relative","change",3.46,"tenure"
"Westmeath","2011-2016","tenure_mort","absolute","change",-1060,"tenure"
"Westmeath","2011-2016","tenure_mort","relative","change",-9.31,"tenure"
"Westmeath","2011-2016","tenure_other","absolute","change",376,"tenure"
"Westmeath","2011-2016","tenure_other","relative","change",40.83,"tenure"
"Westmeath","2011-2016","tenure_owner","absolute","change",980,"tenure"
"Westmeath","2011-2016","tenure_owner","relative","change",9.24,"tenure"
"Westmeath","2011-2016","tenure_rent","absolute","change",386,"tenure"
"Westmeath","2011-2016","tenure_rent","relative","change",6.96,"tenure"
"Westmeath","2011-2016","tenure_social","absolute","change",379,"tenure"
"Westmeath","2011-2016","tenure_social","relative","change",17.5,"tenure"
"Wexford","2011-2016","All types of sewerage","absolute","change",1661,"sewerage"
"Wexford","2011-2016","All types of sewerage","relative","change",3.17,"sewerage"
"Wexford","2011-2016","Individual septic tank","absolute","change",471,"sewerage"
"Wexford","2011-2016","Individual septic tank","relative","change",2.22,"sewerage"
"Wexford","2011-2016","Individual treatment not septic tank","absolute","change",-205,"sewerage"
"Wexford","2011-2016","Individual treatment not septic tank","relative","change",-4.69,"sewerage"
"Wexford","2011-2016","No sewerage facility","absolute","change",-6,"sewerage"
"Wexford","2011-2016","No sewerage facility","relative","change",-7.69,"sewerage"
"Wexford","2011-2016","Not stated","absolute","change",345,"sewerage"
"Wexford","2011-2016","Not stated","relative","change",26.22,"sewerage"
"Wexford","2011-2016","Other type of sewage","absolute","change",-2,"sewerage"
"Wexford","2011-2016","Other type of sewage","relative","change",-0.3,"sewerage"
"Wexford","2011-2016","Public scheme","absolute","change",1058,"sewerage"
"Wexford","2011-2016","Public scheme","relative","change",4.29,"sewerage"
"Wexford","2011-2016","built_all","absolute","change",1661,"built"
"Wexford","2011-2016","built_all","relative","change",3.17,"built"
"Wexford","2011-2016","built_none","absolute","change",648,"built"
"Wexford","2011-2016","built_none","relative","change",37.31,"built"
"Wexford","2011-2016","built_p19_70","absolute","change",-298,"built"
"Wexford","2011-2016","built_p19_70","relative","change",-2.12,"built"
"Wexford","2011-2016","built_p2016","absolute","change",0,"built"
"Wexford","2011-2016","built_p2016","relative","change",NA,"built"
"Wexford","2011-2016","built_y70_90","absolute","change",-64,"built"
"Wexford","2011-2016","built_y70_90","relative","change",-0.62,"built"
"Wexford","2011-2016","built_y91_15","absolute","change",1375,"built"
"Wexford","2011-2016","built_y91_15","relative","change",5.26,"built"
"Wexford","2011-2016","house_all","absolute","change",1661,"house_type"
"Wexford","2011-2016","house_all","relative","change",3.17,"house_type"
"Wexford","2011-2016","house_apart","absolute","change",314,"house_type"
"Wexford","2011-2016","house_apart","relative","change",15.47,"house_type"
"Wexford","2011-2016","house_detach","absolute","change",1015,"house_type"
"Wexford","2011-2016","house_detach","relative","change",3.16,"house_type"
"Wexford","2011-2016","house_none","absolute","change",-49,"house_type"
"Wexford","2011-2016","house_none","relative","change",-7.23,"house_type"
"Wexford","2011-2016","house_scheme","absolute","change",381,"house_type"
"Wexford","2011-2016","house_scheme","relative","change",2.17,"house_type"
"Wexford","2011-2016","tenure_all","absolute","change",1661,"tenure"
"Wexford","2011-2016","tenure_all","relative","change",3.17,"tenure"
"Wexford","2011-2016","tenure_mort","absolute","change",-1541,"tenure"
"Wexford","2011-2016","tenure_mort","relative","change",-8.51,"tenure"
"Wexford","2011-2016","tenure_other","absolute","change",666,"tenure"
"Wexford","2011-2016","tenure_other","relative","change",43.9,"tenure"
"Wexford","2011-2016","tenure_owner","absolute","change",1626,"tenure"
"Wexford","2011-2016","tenure_owner","relative","change",7.96,"tenure"
"Wexford","2011-2016","tenure_rent","absolute","change",284,"tenure"
"Wexford","2011-2016","tenure_rent","relative","change",3.74,"tenure"
"Wexford","2011-2016","tenure_social","absolute","change",626,"tenure"
"Wexford","2011-2016","tenure_social","relative","change",13.32,"tenure"
"Wicklow","2011-2016","All types of sewerage","absolute","change",1426,"sewerage"
"Wicklow","2011-2016","All types of sewerage","relative","change",3,"sewerage"
"Wicklow","2011-2016","Individual septic tank","absolute","change",166,"sewerage"
"Wicklow","2011-2016","Individual septic tank","relative","change",1.6,"sewerage"
"Wicklow","2011-2016","Individual treatment not septic tank","absolute","change",41,"sewerage"
"Wicklow","2011-2016","Individual treatment not septic tank","relative","change",3.09,"sewerage"
"Wicklow","2011-2016","No sewerage facility","absolute","change",33,"sewerage"
"Wicklow","2011-2016","No sewerage facility","relative","change",62.26,"sewerage"
"Wicklow","2011-2016","Not stated","absolute","change",240,"sewerage"
"Wicklow","2011-2016","Not stated","relative","change",17.02,"sewerage"
"Wicklow","2011-2016","Other type of sewage","absolute","change",174,"sewerage"
"Wicklow","2011-2016","Other type of sewage","relative","change",50.58,"sewerage"
"Wicklow","2011-2016","Public scheme","absolute","change",772,"sewerage"
"Wicklow","2011-2016","Public scheme","relative","change",2.27,"sewerage"
"Wicklow","2011-2016","built_all","absolute","change",1426,"built"
"Wicklow","2011-2016","built_all","relative","change",3,"built"
"Wicklow","2011-2016","built_none","absolute","change",611,"built"
"Wicklow","2011-2016","built_none","relative","change",30.55,"built"
"Wicklow","2011-2016","built_p19_70","absolute","change",-16,"built"
"Wicklow","2011-2016","built_p19_70","relative","change",-0.12,"built"
"Wicklow","2011-2016","built_p2016","absolute","change",0,"built"
"Wicklow","2011-2016","built_p2016","relative","change",NA,"built"
"Wicklow","2011-2016","built_y70_90","absolute","change",-60,"built"
"Wicklow","2011-2016","built_y70_90","relative","change",-0.46,"built"
"Wicklow","2011-2016","built_y91_15","absolute","change",891,"built"
"Wicklow","2011-2016","built_y91_15","relative","change",4.62,"built"
"Wicklow","2011-2016","house_all","absolute","change",1426,"house_type"
"Wicklow","2011-2016","house_all","relative","change",3,"house_type"
"Wicklow","2011-2016","house_apart","absolute","change",311,"house_type"
"Wicklow","2011-2016","house_apart","relative","change",7.92,"house_type"
"Wicklow","2011-2016","house_detach","absolute","change",820,"house_type"
"Wicklow","2011-2016","house_detach","relative","change",3.85,"house_type"
"Wicklow","2011-2016","house_none","absolute","change",-172,"house_type"
"Wicklow","2011-2016","house_none","relative","change",-23.66,"house_type"
"Wicklow","2011-2016","house_scheme","absolute","change",467,"house_type"
"Wicklow","2011-2016","house_scheme","relative","change",2.16,"house_type"
"Wicklow","2011-2016","tenure_all","absolute","change",1426,"tenure"
"Wicklow","2011-2016","tenure_all","relative","change",3,"tenure"
"Wicklow","2011-2016","tenure_mort","absolute","change",-1444,"tenure"
"Wicklow","2011-2016","tenure_mort","relative","change",-7.51,"tenure"
"Wicklow","2011-2016","tenure_other","absolute","change",485,"tenure"
"Wicklow","2011-2016","tenure_other","relative","change",34.97,"tenure"
"Wicklow","2011-2016","tenure_owner","absolute","change",1844,"tenure"
"Wicklow","2011-2016","tenure_owner","relative","change",11.92,"tenure"
"Wicklow","2011-2016","tenure_rent","absolute","change",150,"tenure"
"Wicklow","2011-2016","tenure_rent","relative","change",2.12,"tenure"
"Wicklow","2011-2016","tenure_social","absolute","change",391,"tenure"
"Wicklow","2011-2016","tenure_social","relative","change",8.89,"tenure"
"Border","2011-2016","All types of sewerage","absolute","change",1529,"sewerage"
"Border","2011-2016","All types of sewerage","relative","change",1.32,"sewerage"
"Border","2011-2016","Individual septic tank","absolute","change",-623,"sewerage"
"Border","2011-2016","Individual septic tank","relative","change",-1.09,"sewerage"
"Border","2011-2016","Individual treatment not septic tank","absolute","change",-288,"sewerage"
"Border","2011-2016","Individual treatment not septic tank","relative","change",-5.77,"sewerage"
"Border","2011-2016","No sewerage facility","absolute","change",-57,"sewerage"
"Border","2011-2016","No sewerage facility","relative","change",-24.15,"sewerage"
"Border","2011-2016","Not stated","absolute","change",1345,"sewerage"
"Border","2011-2016","Not stated","relative","change",39.57,"sewerage"
"Border","2011-2016","Other type of sewage","absolute","change",65,"sewerage"
"Border","2011-2016","Other type of sewage","relative","change",6.75,"sewerage"
"Border","2011-2016","Public scheme","absolute","change",1087,"sewerage"
"Border","2011-2016","Public scheme","relative","change",2.23,"sewerage"
"Border","2011-2016","built_all","absolute","change",1529,"built"
"Border","2011-2016","built_all","relative","change",1.32,"built"
"Border","2011-2016","built_none","absolute","change",1843,"built"
"Border","2011-2016","built_none","relative","change",48.39,"built"
"Border","2011-2016","built_p19_70","absolute","change",-2005,"built"
